hash	quantidade_linguagens
27d1e0132a0804581dca28df042e7047fd27eaa8	1
27d461333459d282ffa4a2bdb6b215a59d493a8f	1
27ddd77a1b621f503fe89a436a49f44b0b1204b5	5
27efc62f5d86afcb2ecb7565587fe8dea4b036fe	3
27f839133d41877e538d35fa88274b50a1c00b9b	1
27fe8031782d3a06c3998eaa94354867864f9f1b	1
280215b9936d145dd5ee91403738ccce1333cab1	1
28022c9b1fd937436ab67bb3d61f652c108baf96	2
280a61b300a1614f6037efc0902ff7ecf17146e9	3
2811ae23a38d33b620fb7a07de8837c6d65c13e4	1
2811ebac2521ceac84f2bdae402455baa6a7fb47	1
2813f38e021c6e6581c0c88fcf107e41788bc835	2
2817869f98c54975f31e2dd674c1aefa70749cca	1
281f2a9d795f68abe423c116d5da4e1e73a60062	1
28310d4fb336a1741b39498f4474497644a6875c	1
2832d7882396a6295ba5803b5ef48dc7d5a24c59	2
283d41ec80ad410d68634245cf56114bc19331ee	1
284a69fb88a2d0845d23f42974a583d8f59bf5a5	1
284d7402718d98fcf10cee565415939882abab99	1
2858eaf99f6cc5aae129bcbf1e24ad160240185f	1
2864e767053317538feafa815046fff89e5a16be	8
2871c70efaaaa0f102557a17c727fd4d5204dd4b	1
287f5ac31dfdc074669182f51ece637706070eeb	1
28802387292baee467e042e168d92597b5bbbe3d	1
28870258d4ee9f1b8aeef5eba891681f89348f71	4
288cd469396cfe7055972b457eb589cea51ce40e	1
28944de180a88698509a656f61558bf9d7f810f4	1
2896c93811e39d63a4d9b63ccf12a8fbc226e5e4	1
2899351224fe2940aec37d7656e1e392c0fe07f0	1
289c672020280529fd382f3502efab7100d638ec	3
289ffce3e0d224d314f5f92a744d5fe35999f20b	1
28a6ed9f9a36b9c517e4a8a429baf4dd382fc5d5	3
28badf7ef60ac3e7ef151cd8e8ec010b8479226a	2
28ccc664e5dcd3f9d55173e9afde77c4705a9ab6	1
28d032cc688ccfda18c5bbcab8b50aba6e18cde5	3
28d76df18f0ad5bcf5fa48510b225f0ed262a99b	1
28e24125541545483093819efae9bca603441951	1
28e61b634353110445e334ccaa415d7fb6629d62	1
28f5a8a7c033cbf3e32277f4cc9c6afd74f05300	1
28f80baf3c53e267c9ce46a2a0fadbb981585132	1
28f838ca3ee205b6f39cd2bf23eb4e5f52796bd7	1
290bb05c80c327ed74fae1d089f1001b1e2a4ef7	1
290c20e8bff13ac81459d43e54cac232b5e3456c	2
2938329ce19cb8c4197dec146c3ec887c6f61d01	4
293d9d3f7565f01a9dc40b53259886832eaa2ace	1
29496f6838bfadfe5a2f85dff33ed0ba33873237	1
294fc00b01d248419d8f8de37580adf2a0024fc9	1
295dc39d941dc2ae53d5c170365af4c9d5c16212	1
2960576378d17d71cc8dccc926352ce568b5eec1	1
2965eca30c408c13473c4146a9d47d547d288db1	1
296debd213bd6dce7647cedd34eb64e5b94cdc92	1
297161e29a3e11186ce4c02bf7defc088bf544d4	1
297a6961ffb8ff4dc66c9fbf53b924bd1dda05d5	1
2989aa05225aa9b3a592ca50cbf8350ef256909c	1
298a58e165e447ccfaae35fe9f651f9d7e15166f	2
298c7870e6fe4332d8aa1757a9c8d79f841389ff	2
299b5a3a66add4ac643e3ba78ada4d9637c8baff	1
299d7572e46f98534033a9e65973f13ad1ce9047	1
299f804acbb95a612ab7c504d25ab908aa59ae93	1
29a1f56495a7d1d98da31a614f23c0819a606a4d	2
29aca25218e4c82991400eb9b0c933626aefc98f	1
29b0162cc1dc1791fc060891f568b0ae29bc542b	2
29c8abce0da56b536542f76a9ddfebdaab5b2943	1
29cd13cfd7624726d9e6becbae9aa419ef35af7f	1
29cd8ae0e1a39e239a3a7b67da1986add1199fc0	1
29e5470e6ab84badbc31f4532bb7554a796d9d52	3
29eb31542787e1019208a2e1047bb7c76c069536	1
29ec90660d68bbdd69507c1c8b4e33aa299278b1	1
29efd648f38b73a64d73f14cd2019d869a585888	1
29fd1107fd30579ad9bb23fae4dc3ba464205745	1
29ffeef5e73b8f41ff3a3f2242d356759c66f91f	1
2a05c8f813de6f2278827734bf8102291e7484aa	1
2a26c4c6a61d3fda4527a761716ef7e1c5f7c970	2
2a2f11c227bdf292b3a2900ad04139d301b56ac4	1
2a36405339c87b16ed6c76e91ad5b76638fbdb0c	1
2a385af8d80ed60d40d386ed813c1039db00c466	1
2a3b7393d1d5a8ba0543699df94a08a0f5728fe0	2
2a3f93459d689d990b3ecfbe782fec89b97d3279	1
2a48dd349e7de0d4a38e448b0d2ecbe25e968075	3
2a4d572c1e9eb9b608d32b0cc0cb3b6c3b684eab	3
2a50a3edc9d35f57ae42a921c621edc160877f4d	1
2a585c85013be22f59f184d49612074fd9b115d7	3
2a5dbaac015dc0714b41a59995e24f5767f89ddc	1
2a5dd0601e1f616251006d7471997ecd7aaf9651	1
2a80aa434f74feb31242b6f213b75ce63ae97902	1
2a98c69cf8899afb9a76d737527abb1dd96fa106	4
2aa9047486dbff12d9e040f917e5f799ed2fd78b	1
2aada33c76efbbc35d33c149ac02b1dc16a81f62	1
2ab5aa7bf515135c2b02d42e9a72e4c98e17031a	1
2abdf14620f146857dc8e3ffd2b6a754884c331d	2
2aced17651fb684959a6e04b1465a8329b3d5268	1
2ad6d33493750a28a5a655d319a8e0b16c392de1	1
2adc46be2764ccee22b4247139b8056fb8d1afff	1
2af9a55b38b55abbf05fd116ec097d4029115839	1
2b04e8f6bbb196cab4b232af0f8d48ff2c7a8058	1
2b088a73c121a52e006c0d76ea4da7ffeb7b4f4a	1
2b13d06c9584b4eb773f1e80bbaedab9a1c344e1	1
2b16399ce3e962a8c27fb3ec14bc8e855d65b63a	1
2b253e57fe64ec575079c8cdc99fe2013502ea31	2
2b34e267e4186125f99bfa420140634ad45801fb	1
2b3dedfb9ba13f15887f22b935d373f36c9a59fa	1
2b46ebdbff1d8dec7a3d8ea280a612b91a582869	1
2b472611a32a72f4a118c069c2d62a1a3f087afd	1
2b609ee057be950e3454b69fadc431d120e407bb	2
2b62d1dda41590db29368ec7ba5f4faf3464765a	4
2b7028b7c83fd6e8897f244a2e6723baa20479e5	1
2b7100d6cdff36aa21010a82269bc05a6d1cc74a	1
2b77b277d67ce061ee6ef839e7139ebc2103c1e3	1
2b77b533abcbb79c8fc758dec9984305dc1ade42	1
2b7bd9332bc49b6330c7ddb08e5c661833db2575	2
2b7e8665b4ff51c034c55df3cff76518d1a9ee3a	1
2b8939cc8b5b6fe81e093fe2c9f883ada4e3c8cc	1
2b8fa5aac31e51e2aca83c7ef5d1281ba2e755f8	1
2ba1fe7a06d3624f9a7586d672b55f08f7c670f3	1
2ba4bce5cc719e5a74e571a534424614e62ecc41	4
2ba8f335fa06daf1165e0878462686028e633a74	1
2bb97f407c1145c850416a3bfbcc8cf124e68a19	3
2bbc498c5029238637206661dbac9e44d37d17c5	3
2bd410ee5570cea127233f1133ea22f25174eb28	1
2bdad6126778f907c0b98002bfebf0e611a3f5db	3
2bdcb8b3c5bb23851a2115db96585f1ac8cb2d1e	1
2be2cdf3a123e231b16f766aa0e27d56b4606535	1
2be3354c6c46215c7635eb1b76d80f1319403c68	2
2be5ee3cca97a597f2ee2118808a2d5eacea050c	1
2beaf73c2d10dcaaf3949889af53579e7d5aba13	4
2bfa001689aae96009688a193c64478647ba45a1	1
2bfa1ee1fa46e9bb007cf8687ad197ab9c604999	1
2c04dafb37a14d9ccfe070f53e7f11bbca0156e7	10
2c1f6951a8a82e6de0d82b1158b5e493fc6c54ab	1
2c2cfbd2b771ac888bc5c4a6d922f749d3822538	3
2c33634da7129a5aefcc262d2fec2e72224404e5	1
2c40c53637c5c7e43fff7c09d3d324d632734709	1
2c45d7caa614afd71dbe3d0f7270f51ce5569614	2
2c544ac61ce98f716d50b8e5961d7dfba66804b5	1
2c55b278a491bf45313ecc0825cf800e2f7ff5c1	1
2c5816b4beccc8ba709144539f6fdd764f8fa49c	1
2c6edacd9e15c75a0c2ef472470481ffb6edc7d8	3
2c7065e0c4296e0c692fb4a7ee19c7357583af30	1
2c73f8352635c0a433423a5b94740de1a118e508	1
2c74674348a4708ced58ad6eb1b23354df8ee044	1
2c7af7ec481ceffd0d14ce2d7c045e475fd71dc6	1
2c80de96d403d4a2e81ac4c48f358bdffbe85ea0	1
2c9a8fcc73a151608634d3e712973d192027c271	3
2ca014250fbf0bba94c914d9e43b1f6d8eca3bb0	2
2ca15d1e5ce70493c5c0c096ca0c76503d6da07c	1
2ca39528c01a933f6689cd6505ce65bd6d68a530	1
2ca9ab45891b6ae8e32b6c28c81eebca059cbe5d	2
2cb291191c93c7c4e371e22cb89805a5b31d6608	1
2cb5985bf47bdc8bea78d28483ed224abdd33dc6	1
2cd30c2b06ce332dede81cccad8b334cde997281	1
2cd60279c3332285d47edf9ee3888b71257acdc9	2
2ce35adeaa47f60dc51875b2339725db3b23e827	2
2ce3ab6985c3a909eefb01c562995bc6a994d3a2	1
2cf73c972e23ccd69cc1e103e43c2c8253571d3e	1
2d11b6dc9b9774464a91fb4b448bad8bf699629e	1
2d12677629ca319310f6263688bb1b7f676c01b7	1
2d2869c1a1e874c46a8c3c5475614ce769bbbd59	1
2d2a85b59e058869d7cbcfe2d73fed4a282f2e5b	1
2d2fa0d40ac8f2f7aa7e9b070fa1a25eee082cb0	1
2d35fcc7e9e976a2346b1de20e54f8663e8a6cba	1
2d45a02d0166caf2627fe91897c6ffc3b19514c4	1
2d6253c7a692a3d92785dd990fce7256ea05e794	1
2d669862df7cd17f539129049f6fb70d17174125	3
2d67a714159c4099589b6661fa84e6d2adc31761	3
2d6a0e9de03ee658a9adc3bfb2f0ca55dff1e478	1
2d6fbfe733f35c6b355c216644e08e149c61b271	1
2d782cdaa2112c10b8dd5e7a93c134b2ada9c1a6	1
2d88f470dea2671b430884260f3626b1fe99830a	1
2d8a041b7bfe1097af21441cb77d6af95f4f4680	1
2d8cb29853190d42572b36deb61127e68d6be574	1
2d9b168cfbbf5a6d16fa6e8a5b34503e3dc42364	3
2da2f68bffd51d89b1d272d22aa8cc023c1c066e	1
2da424b0773cea3db47e1e81db71eeebde8269d4	1
2dad7b9fc67a1d0bfbe520fbd821678b8f8cc7a8	2
2dad81128250cb2e5d950cddc9d3c0314a80b4bb	2
2dcab598484185dea7ec22219c76dcdd59e3cb90	1
2ddf48f15cbdbb475221c299872420f625c3bc3f	1
2ddffb2e7eafe4830e3483a4b437873022c461ba	1
2de6cf70c5ef31e22ed119a25ac2daeefd3d18a1	1
2de9b7c7c8791da8853a9a7ca9c467867465b655	2
2def2ef2ae5f3990aabdbe8a755911902707d268	1
2e00e95473861846aa8538be87db07699d9f676d	2
2e081a51b1effddb23f87952959139ac62654d50	1
2e0ee46f1a47675152d3d865797a18358881d7a6	1
2e1198672759eda6e122ff38fcf6df06f27e0fe2	1
2e1c42391ff2556387b3cb6308b24f6f65619feb	1
2e1f6d9320afa83abc1ff716c7981fa504edadf2	2
2e227f6023477cbdbefd577f15d0846aa40c8775	1
2e5ab1d9987831c981ff05862e8ccf1381ed58ea	1
2e6fac6ab6156dae8e8c6f417741388084b70d6f	1
2e7682ebfc750177a4944eeb56e97a3f05734528	1
2e7a11d332db79cc52ccda00455a15f4dc6147ff	1
2e7c7091a61aa5d07e7997b393d821e91f593c39	1
2e7e8c4a7b318f4032493773732754e418279a14	2
2e81619ea87bc9c0b4a073d8df3c7693a6fdbf0d	1
2e82fa00466ae525339754bb3ab0a0474a31d4bd	1
2e83b79b2d6c78bf1b4aa227938a214dcbddc83f	1
2e874e80cba0152201aff6a4d0dc407997d10a7f	1
2e89019d6a491f0a5ac3db8732181f6eb1d219aa	1
2e890261b66cbc54ae01d0c79c71b0fd18379e7e	3
2e8e8c6387ecdf5923dfc4d7718d18eba1b0873d	3
2e90ca68b0d2f5548804f22f0dd61145516171e3	1
2e9cf8fa87a025c0eac9f79f4864b3fdd33a950c	1
2eae104c7a4bf32bc26cb8073d5c40464bfda3f7	2
2eb0d1dab6a6de76cf3556130a2d52af101077db	1
2eb0ea97f745740b18dd45e4a909112d4685f87b	1
2eb33080558611201b55079d07ac88f207b466d5	2
2eb8dcf26cb37f09cffe26909a646e702dbcab66	1
2ebf59e8bfbf6cfc1653a5f0ed743b95062c62a4	2
2ecb9d2c67d9119250c54811a6ce4d0f2ddf44f1	2
2ed414ed09b3bb4c478abc9366a1ff22024a33c9	2
2ee663f39dc8dac3d9988e847db19b2d7e3ac8c6	1
2ef5caa58febc8968e670e39e3d37cf8eef3cab8	2
2f074f4685897ab7212e25931eeeb0212292829f	2
2f07985bef9fbae124cc63e5c0272e32da4fdaec	1
2f084136cfe0d05e5bf5703f3e83c6d955234b4d	2
2f267f89f957088197f4b1fc254632d1645b415d	1
2f28ce9c800274190418da0945ce3647d36e1db6	2
2f36db71009304b3f0b95afacd8eba1f9f046b87	1
2f4950828ec241e8cbdcf13090c2582a6fa620cb	1
2f522db8f037a66ce9040ee0b216aa4a0359286c	1
2f56e1179cab6affeb8afa9d6c324008fe40d8e3	1
2f5b8d33e32c4d9a48243cf9e503236acd5aec5c	1
2f83222829448e5bc4c9391d607ec265a1e06531	2
2f912f5b33582961b1cdbd9fd828589f8b78f21d	1
2f95fa5c955d0a9987ffdc3a095e2f4e62c5f2a9	1
2f9eb9750a433965572d047e24b0fc78fd1415ca	1
2fae9e5a7babada041e2e161699ade2447a01989	1
2fb346f25f79e412cf0ed314fdf791763c19b70b	1
2fc108f60f98cd00813418a8754a46476b404a3c	1
2fcb4998887959b4fa11894a068d689189742cb1	3
2fd46859c1def6b5ab79ae2b9cb88c309769443d	1
2fde6476dc3173affc61874ba2adb35400a8fda5	1
2fdef641fd0dd2828bd948234ae86de75221a11a	1
2fe011713a6178c50f7deb6f039a8e5435981e20	4
2febc839133280d5a5e8e1179c94ea674489dae2	1
2fefae47716d501aec41c1102f3fd4531f070b05	1
2ffdbf2d7daa0b92541d8b754e2afac555d3ed21	2
300d9a21583e7cf0149a778a0611e76ff7c6680f	1
301ae88b331d37a2a16159b65b255f4f9eb39314	1
3022c1603d968c22f147b4a2c49c4637dd1be91b	1
303fa88fe664ded4bf8753b997abd916f0a3c03f	1
304fb2b645b36a39e03b954fdbd567173ebe6448	1
30572418b445d85fcfe6c8fe84c947d2606767d8	1
30610bda60cbfc058f90a1c0a17d0e8f4516221a	1
30663fd26c0307e414622c7a8607fbc04f92ec14	1
306c1f0fa5754ca78efd16ab752f0e981d4f6b82	1
30721cf564cb029d34535446d6a5a6357bebc8e7	2
307f16cc86dd2b95aa02ab8a85110e4a2d5e7363	1
307f2fb95e9b96b3577916e73d92e104f8f26494	1
307fa45d512641fcd105f0d57ca50c1437cd1b81	1
3084764ad82f29dbb025df19978b9cbc3ab34728	4
308668c89474223e2448be92d6823b52c1c313ec	3
3088cec7dc3cbc5a8b26f1269e398e799ee7ee28	2
3095060f479b86288e31c79ecbc5131a66bcd2f9	4
309f39539c5d918d8a47075587aa8720a9c127f7	3
30a46a4647fd1df9cf52e43bf467f0d9265096ca	1
30a61ddf8117c26ac5b295e1233eaa9629a94ca3	1
30ac5e5236b790accd1f25347eebf2dc8c6c1bcb	1
30ac67579559fe42251b5a9f887211bf61a8ed68	1
30b0025e19bd95ba28f4eff4d259671e7bb6bb86	1
30b22b6b0db7b73732a5da346afca66dc244e02a	2
30be07759a3de2558da5224f127d052ecf492e8f	1
30bf8b5a4f83b6f2171a696011757d095edaa28a	1
30c52b01559b8ef5ed1035dac7c34aaf805764d5	1
30d5506c20d26efbb9942fbdc6f981a0bd333b97	2
30d598ce7cd3f136ee9d7097f39fa9818a272441	1
30e29a9a2bc6a4888335a6ede968b75cd329657a	1
30e29ed2cdaec8684d60a6d12ea07b611c765a12	1
30eec879c8b446b0ea9a3bb0da1a441cc8482bc4	1
30f4c7b52a4e2dc0d0b1bae487d90f5437c69d19	1
30fba6210834a4ecd91badf0c8f3eb278b72e746	3
30ff4b6451549dae7b526d4fb3a49061311ed477	1
311403edbc9816df80274bd1ea8b3c0c0f22c3fa	1
3119b232c9c453c98d8fa8b6ae4e37ba18117cd4	2
312f0f9c12f26fbe015cd0e6cefa40e4b99017d9	1
31400a673325147e1205326008e32135a78b4d8a	1
3142b76c082bd83e1506c9840fbe0b6da382e682	5
314540864dbf2c0eaa99aa42c3d317de9501eb67	1
31458a18788b0cf0b722acda9bb2f2fe13a3fb32	3
3150642acbbe254e3c3c5d2232143fa591855ac9	2
3151527ee007b73a0ebd296010f1c0454a919c7d	1
315f9b042237200174a1fb99427f74027e191d66	1
3169ace6d63f6f517a64e8df0298f44a490c4a15	1
316bc3fc9437c5960c24baceb93c73f1939711e4	2
3175fd358ebc2c310eab7a3dbf296ce2bd54c1da	1
318aaf34f1179b39fa9c30fa0f3288b645beee39	1
31a4369366d6b8ce30045d4c838de2412c77850d	1
31bd5026304677faa8a0b77602c6154171b9aec1	1
31d348947419058c43b8dfcd062e2988abd5058e	1
31d670b6489e6d708c3b04b911cdf14ac43d846d	1
31ed93a5623f24ca94e6d47e895ba735d9d97d46	2
31eef6c766f47df8281942d19f76e35f475c781d	1
31f780487e5ddc426888638786cdc47631687275	2
31fa3304049fc406a201a72293cce140f0557dca	1
3207ddb0103543da8ad2139ec6539f590f9900c1	1
321027c1fe77f892f4ea07846aeae08cefbbb290	1
32120d5b8b3203fc21ccb9eafb0eaf824bb59354	2
3218043d6d3a019756607643cf65574fbfef5d7a	3
321f75a7f8e7b3393e5b7dd6dd9ab26ede5906e5	1
3225d7e169a9edb2f470c26989e7bc8e0d0355ce	2
32452a3eb8b64e01e2be717f518c0be046975b9d	1
324701c9fd31beb4f070f1b7ef78b115fbdfec34	3
32564a0839b1517d762afab2013c26c0959bac00	1
3270dfac43da861c714df76513456b46765ff47f	1
3270fd1d78391bb847b4c9ce37cf921f485b1310	1
3284eb342cd0ed1a18786e3fcdf0cdd7e76676bd	1
3287534daa3beac68e2e83ca4b4fe8a3148ff870	1
328c6d682698fdb9878dbb4f282963d42c538c01	1
328def7d3b93847d64ecb6e9e0399684e57c3eca	1
328f60773057641c4b2075fab9820145e95b728c	2
329acc18a0768c21ba22522f01a5c7f46cacc4d5	1
329e4d7e028dd8081496cf8bd3acc822000b0ec0	1
32abeef088e98327ca0dfccdad92e84afa9d2e9b	1
32acf1f1a72ebb9d8942b9c9d80023bf1bb668ea	3
32bfbe5f78e214e2d589f92050228b91d704758e	3
32c231164b762dddefa13af5a0101032c70b50ef	1
32cdd3b1872ba8e2267c9e87ae216cb55f40f4d2	1
32d6a5224327b246ee3a2a08500544e4f80f9a9a	1
32e273507da0e964b58c50fd8a4c94c9d9363af0	1
32e27712f0f71fdec646add20cd78b4ce75acfce	4
32ed5c9413321fbc37da5ca81a7cbab693786dee	2
32ee5213fe64f1e10ec76c1ee861ee6f233120dd	1
32f656e22df120b84bdf010e014bb19bd97971de	2
32fdcbff9d06d010d908fcc4bd4b36eb3ce15925	1
331530a4076c69bbd2e3214db6ccbe834fb75640	4
331c560fbfa0e7d2dce674b5e88e983c5f2a451d	1
333f65bae9106182d12e02d249d4f95e16e93fa2	1
33441d90a506d5f3ae9388f2752901227e430553	1
33509cc81ec5f2ba44eb6fd98bd5c1b5873e46bd	1
335afc7ed6d6627c3d0434aa9acc168c77117614	4
335b3d5398079278b8f7094c77bfd148b315b462	2
336a98feb0d56b9ac54e12736b18785c27f75090	3
336d5ce80681be61a0bbf4f73d2af5d1ff67e93a	1
337b65133df174796794871b3988cd03426e6d41	1
3388a3109f4fb1c69fa8505e991bf59ca20d19a2	1
338c7dbadd2671189cec7faf64c84d01071b3f96	1
338f1fc0ee3ca929387448fe464579d6113fa76a	3
338f977f4eb441e69bb9a46eaa0ac715c931a67f	1
33a0025d1d63ccd05d9dbaa6923d52b1446a62fe	1
33ab10cc4d5c3e48cba3a074b5f9fc67590cd032	1
33ab91103b3415e12457e3104f0e4517ce12d0f3	1
33b39f9f1dd9a4d27856530e5ac004e23b30e8ac	3
33be22c65d86256e6826666662e40dbdfe70ee83	3
33ca3bab4ab781392a2f8d8f5a14de9a0aa0e410	4
33ccaf61e34ef32ffc9d6b2be5dd218f6bb55f51	3
33d9d925082097fb1a3d2fc8e44423d964cd9381	1
33e2179b65331d9d9179b59d746817c5be1fecdb	2
33e7199575631ba1f74cba6b16b10c820bec59af	1
33eb4cc0f80c1f86388c1862a8aee1061fa5d72e	1
33ed106b1602f559a660a69f931a9d873685d1ba	1
33f0e9c58bbf047e1b401a834f3abfe72d9a8947	1
33f469ba19586bbafa0cf2c7d7c35463bdab87eb	1
3402071e950e76b79fa8672a1e09b70d3860f355	1
340cf7a23a2b3dcd7183f6a0d6c383e85b130d2b	4
340d394a789518018f834ff70f7534fc463d3226	1
340f0eb7f3673e8aacaf0a96cbfcd4d12a405521	1
341f12cd5b97ab419e53853ca00176457c9f1681	2
3446c13b268af86391d06611327006b059b8bab1	1
3447e0241e921b65f6eb1090453d8ea73e98387e	2
345a7b2eed11bb6128421150d65f4f83fdbb737d	1
34716e2a6ee2af96078d62b065b7785c001194be	1
347eeefbfc658c8531878218487d729f4e020805	2
34854659a63e9fb3ad529bb413e96978c6450a53	2
349162ea139556b2d25e09e155cec84e21cc9227	2
34a08bec755670ea0490cb53bbc68058cafc69b6	1
34affe7a63fc5d842580a9f23616d057e17dfe27	1
34b2cef20f19c87999fff3da4071e66937db9644	1
34b3be18a04ecdc610aae4c48e5d1b799d8689f6	1
34b88a68f26a75e4fded796f1a49c40f82234b7d	1
34cec721d39c76be1e0a600829a7b17bdfb832b6	3
34d0cf886ca16c665f673a299e295b2a2bc14533	2
34ed0e050ff679b4b38414aef48ea1ff956f907a	1
34f8117dec685ace52cd9e578e2729db278163fc	3
34fa79a6cde56d6d428ab0d3160cb094ebad3305	2
350b8bdd689cd2ab2c67c8a86a0be86cfa0751a7	1
350bbe0597d37ad67abe5fef8fba984707b4e9ad	1
3517fb726741c109cae7995f9ea46f0cab6187d6	1
3533f265f4349a3f2a0283158cd01b59a6bbc7bd	1
35482cb760db10f87a62569e2f8872dbd95e9269	1
354dd3924a2e43806774953de536257548b5002c	1
355b98553789b646ed97ad801a619ff898471b92	1
355ca749b229fb93142f0b3978399b248d710828	1
3567eb6af614dac436c4b16a8d426f9faed639b3	1
357f26fa64fd1d9ccac2331fe174a8ee9c607adb	1
35893e7cad78ce461fcaffa56076c11700ba5e4e	1
3592aaeb80290bda0f2cf0b5456c97bfc638b192	1
35a319b77f897744eec1155b736e9372c9c5575f	3
35a9a00afcb20897d462a766793ff45534810dc3	3
35ab4475a7df9b2a4bcab235e379c0c3ec543658	1
35af3f632085f51a2ce7f608fdaeffd1a69ad89f	1
35bf0b7b048d715f671eb68974fb6b4af6528c67	1
35c7032723d85eee7318ff6c82f031fa2666b773	1
35c94dc6acc418f1ad7f6241a6680e5327495793	1
35ccb468ee2dcbe8ce9cf1e2f1957acc27f54c34	1
35ceea928b12373a3b1e3eecdc32ed323223a40d	3
35d146b7a66496d72cdeb95ccb33ab80a265ce90	2
35d1853baf64d6a1d90fd8803e52439da53a3911	1
35f0fabb4c178253a964d7aabdbb15c6a398b69a	2
35f32dd2da804d108a3a3585b69ec3295b2677ed	1
36030c6a4b1acd0054673322612e7c70e9446643	3
360e95d45ac4123255a4c796db96337f332160ad	1
3619c170461a3107a258d1fd2d00ed4832adb1b1	2
3627aaf7d289315b614a584afb388f04abfb5bbf	1
3630a8b1e1cd99862867fe72ffa1ff51e4d9c09f	1
36342d71e29e0620f803a7470ce96c61761648d8	2
363b02dab09b3226f3bd1420dad9c72b79a42a76	1
36402c22eef49d60edd73a2f312f8e28fe0bd1cb	1
364732e309cccb3fb56c938ed8d8bc0e04a3ca98	1
365abe807cab2d60dc9ec307292a06181f77a9c2	2
366b03f607729c4538e91b634ecc57c8398522a1	1
3671be2ffb6d4cfa94c00c6dc8649d1ba1d75754	1
368af875869a204b4ac552b9ddda59f6a46a56ec	2
36918e42bf6732c4d3996bc99eb013eb6b90b249	1
3693b6871eba268ecc79b3f52d00d3cefe761131	1
369b2ea1fd0d0537ba707f20a2f047b6afd2fbdc	2
369eebe936e4a8c83cc54662a3412ce8bef189e4	1
36a24c7881427d2e1e4dc1cef58f19eee0d13aec	1
36a29280448097f34ce9c94606195f2ac643fed1	1
36a31b37b98f70c1db0428f5ad83170d604fb352	1
36a808b857cd3240244f4b224452fb1e70dc6dfc	1
36ae3c0a36b7456432fedce38ae2f7bd3e01a563	1
36b43f1306873cff87b7aa30cdc1a30b38c9c16a	1
36b68b2f68a3ed10ee7ecbb0cb9f6b1dc5da49cc	2
36cde3030aaa27a46bf94086e062dfe56b60230b	3
36cfd9efb9b22b891adee9c48d30202289cfa620	1
36df83a97a7f140fdb008b727a94f882847c6a6f	1
36e3be99cfe8a9e09afa1b75fdc39f3e28f561fc	1
36e47e8a6406185921e4985dcbeff140d73eaa10	2
36fadd29849b8087af9f4586f89dbf74ea45be67	1
3712a2d3455e6ccb924daa5724a3652a86f6b585	1
3713ac5ebc90fb2011e98dfd691420f43da6c09a	1
371528caec553785c37f73fa3926ea0de84f986f	1
3718d583c6ade191dc7979c64f48c001ca6f0243	1
3720ab8262552d4e063a38d8492f9490a231fd48	1
37213e91d525c95df262712cba80d1497e395a58	2
3722335f808484e6bfb5e71028fedddd942add4a	1
373b7ff4c4daf887269c078407cb1338942c4ea6	2
373c4557d2aa362702c4c2d41288fb1e54990b7c	1
3746b7627218438ae7d781fc8b18a221454e9091	1
375407c16c61a70b56fdbe13b0d2c8f11398e92c	6
375838cfceb88cacc312ff6564e64eb18ee6a355	1
37592ad86c6ca934d34740012213e467acc4a3b0	1
376267d534476a875d8b9228149c4ee18b74a4fd	2
376c352a37ce5a68b721406dc7e77ac4b6cf483d	1
37720c38d6c617439df0a13e9396fcb26345dadd	1
37863c43b2c6464f252862bf2e9768264e961678	1
37897226a1a31f982bfefdc4aeefc2e50355c73c	1
37ad222868e52271905b94afea4fc780d83294b4	1
37ad29dcd25489a37bdd89ebac761f22492558b0	1
37b6a63b85d5ab3ed81141cadc47489d7571664b	1
37b781ace1b4228fc36483bb7e30c72ea9d4c3d6	1
37bc691e7d26ea4eb61a8a434ebd7a9ae76225ab	1
37bd9a7f4eb776cdc2d3615f0bfea1254b66f59d	3
37c01fb5e25c3d80213060460196406c43d31995	1
37c34d089aa19f30d11203bb0c7f85b486424372	1
37d35115db2ada2190173f9413cfe1bc6c295ecb	1
37d939a6f511d16d4c95678025c235fe62e6417a	1
37deefd01f0875e133ea967122e3a5e421b8fcd9	1
37e1c6afe02340126705deced573a85ab75209d7	1
37f47958b8a2a44abc60614271d9537e7f14e51a	3
37fb02ee760cfff18c795ba468da1ba1c53f4684	1
37fd8f9da3bab9d323ddd77f2fd20b6dde8bcf6c	5
38096961c7cd109110ac21d3ed7dad7e0cb0ae06	3
38199424bc840d2ef002cd1e9bffdbb99191eb47	2
3819db745da2ac7fb3faacb116788c32f4753f34	1
381e15f39d07d3cdf6aaaa25c0f2321f817935f7	7
38223a841190bebd7a137c7bed84fbbcb2b0c2a5	1
38271ded753bc9ea9943cef3c2706f8d71f3a58f	2
382da2b8b09cbf928668a2445efb778f76bd9c8a	1
38327424b40bcebe2de92d07312c89360ac9229a	1
38347d7c580be4cdd8476e4bbc653d5c79ed9b67	2
384632e67e0829deb8015ee6ad916b180049d252	1
3848ae78de45b35c029cc333963d436b9d2f0a35	2
385097a3675749cbc9e97c085c0e5dfe4269ca51	1
385aee965b4e4c36551c362a334378d2985b722a	1
38707930103dcba49d89d993f56bebd346069640	2
387116f5c72efa42bc3938d946b4c8d2f22181b7	1
38740a5b87d53ceb89eb2c970150f6e94e00373a	1
387b764b614170f23b3552aca498612e341652db	1
388ecce75d05e11fc8496aa4857b91245007d26e	1
